Name ,FuzzyRisk,JavaFiles,Jlint,DefectCOunt,LOC,CloneFragment,CloneGroup,Jlint/LOC,Defect/LOC,Opriv,Upriv,PrivCount
Rotana Radio,92,757,202,9,90161,0,0,0.002240437,9.98214E-05,0,2,2
8 - Mystic Squares,92,2884,425,6,323582,0,0,0.001313423,1.85424E-05,0,3,3
uTag???,51,2083,520,18,206876,0,0,0.002513583,8.70086E-05,5,1,14
???AR,0,416,120,9,43270,0,0,0.002773284,0.000207996,0,3,3
Magic Museum,92,719,172,9,87824,0,0,0.001958462,0.000102478,0,3,2
Horse AR,51,118,87,6,12819,0,0,0.006786801,0.000468055,1,3,6
HandyCMS,51,371,158,9,28593,0,0,0.005525828,0.000314762,2,0,9
Marca Tento Truco,92,1286,129,9,172571,0,0,0.000747518,5.21524E-05,3,2,6
VCOrganizer Pro+,92,338,897,2000,27282,0,0,0.032878821,0.073308408,10,0,27
Zombie Mathematics,92,3630,687,9,378460,0,0,0.001815251,2.37806E-05,1,4,3
Soccer Team Tracker Free,0,438,198,6,51516,0,0,0.003843466,0.000116469,0,3,1
iDVR-PRO Viewer: CCTV DVR App,51,1857,563,21,179487,0,0,0.003136717,0.000117,4,2,17
Walthros,51,317,58,6,34507,0,0,0.001680818,0.000173878,0,2,2
Voice Changer Calling Allogag,100,2234,472,12,178490,0,0,0.002644406,6.72307E-05,2,1,15
?????,92,732,166,9,89545,0,0,0.001853817,0.000100508,0,1,4
My Umbrella!,0,19,2,3,714,0,0,0.00280112,0.004201681,0,0,1
ANIMAL CLOCK WIDGET,92,737,156,12,96595,0,0,0.00161499,0.00012423,0,9,2
Squeaky Mail,51,2039,658,12,252971,0,0,0.002601089,4.74363E-05,0,1,14
Mirror Words,51,1466,313,9,140901,0,0,0.002221418,6.38746E-05,0,1,5
Bollywood Ringtones 2014,51,1031,219,6,88231,0,0,0.002482121,6.80033E-05,2,2,7
Mega Millions Betting Method,51,1396,233,6,179502,0,0,0.001298036,3.34258E-05,0,3,6
YOVIE AND NUNO LIRIK LAGU,92,4705,1288,30,584313,0,0,0.002204298,5.13423E-05,0,6,6
TipType Keyboard Lite,0,28,3,3,2487,0,0,0.001206273,0.001206273,1,1,1
Fetch Reader,50,556,214,6,52136,0,0,0.004104649,0.000115084,0,5,7
Radio Cafe,51,145,2,3,6711,0,0,0.000298018,0.000447027,0,1,1
LatamIsrael,51,491,88,6,45795,0,0,0.001921607,0.000131019,1,2,6
Cinema ShowTimes - SG,50,332,77,6,33156,0,0,0.002322355,0.000180963,4,3,6
Nine Ki Star,92,380,339,9,75829,0,0,0.004470585,0.000118688,3,1,10
10.S?n?f Biyoloji Ders Notlar?,51,19,0,3,909,0,0,0,0.00330033,0,0,3
Super Bright Flashlight HD,51,970,207,6,102113,0,0,0.002027166,5.87584E-05,3,4,7
DronStudy,50,1052,225,9,105882,0,0,0.002125007,8.50003E-05,2,2,8
Block Puzzle,51,541,143,3,42356,0,0,0.003376145,7.08282E-05,0,0,4
Viet Sudoku,92,575,257,9,80412,0,0,0.00319604,0.000111924,0,1,2
Jet Expo,50,945,455,9,102968,0,0,0.004418849,8.74058E-05,12,1,15
The Quran in english,51,809,187,6,67285,0,0,0.002779223,8.91729E-05,0,1,3
Talent W.M.,100,5390,1449,21,632651,0,0,0.002290362,3.31937E-05,1,3,15
ICG9,50,1144,373,12,116974,0,0,0.003188743,0.000102587,0,6,6
Stellenbosch Golf Club,100,5390,1449,21,632651,0,0,0.002290362,3.31937E-05,1,3,15
Kieu kieu su nuong (Ki?u Ki?u),92,3547,564,6,402441,0,0,0.001401448,1.4909E-05,0,3,2
PAGRANDUKAS LT pasaka,51,1303,1252,15,284950,0,0,0.004393753,5.26408E-05,0,10,4
Com FM 87.9,92,3328,505,12,371521,0,0,0.001359277,3.22997E-05,2,1,9
???????,51,270,82,3,27069,0,0,0.003029296,0.000110828,4,1,8
Toddler Memory Games Free,51,580,258,12,66013,0,0,0.003908321,0.000181782,1,7,4
Sight Words 2nd grade,92,3194,801,6,368938,0,0,0.002171096,1.62629E-05,0,3,3
xAR360,51,2410,706,12,226094,0,0,0.003122595,5.30753E-05,2,1,6
ShakeDice!,51,72,35,3,7612,0,0,0.004598003,0.000394115,0,1,2
Sai Baba Aarti And 3D Temple,92,6606,1373,19,662547,0,0,0.002072306,2.86772E-05,4,5,8
Shiv Ji Aarti And 3D Temple,92,6606,1373,19,662501,0,0,0.00207245,2.86792E-05,4,5,8
Ram Aarti And 3D Temple,92,6606,1373,19,662495,0,0,0.002072468,2.86795E-05,4,5,8
Krishna Aarti And 3D Temple,92,6606,1373,19,662495,0,0,0.002072468,2.86795E-05,4,5,8
Fly Firefly,92,192,61,6,22404,0,0,0.002722728,0.000267809,0,5,6
K?r?ehir Türküleri,51,1391,297,6,128982,0,0,0.002302647,4.65181E-05,0,3,3
OTDS Demo Passenger App,51,741,156,6,79520,0,0,0.001961771,7.54527E-05,0,4,1
CREATION SERMON,50,1336,1240,15,287740,0,0,0.004309446,5.21304E-05,1,11,6
Maa Laxmi Aarti And 3D Temple,92,6606,1373,19,662490,0,0,0.002072484,2.86797E-05,4,5,8
Vishnu Aarti And 3D Temple,92,6603,1373,19,661339,0,0,0.002076091,2.87296E-05,4,5,8
Bierkopf - Card Game,51,999,166,9,63898,0,0,0.00259789,0.000140849,0,5,2
Taximov Taxistas,50,336,86,6,28050,0,0,0.003065954,0.000213904,4,0,13
Fly Yourself Up Elf Heads One,92,756,315,6,91464,0,0,0.003443978,6.55996E-05,0,7,3
SecureCab,92,2519,523,17,312410,0,0,0.001674082,5.44157E-05,0,1,2
Free Sun & Moon Direction Sim,100,3259,495,9,371633,0,0,0.001331959,2.42174E-05,0,1,7
6090 - Horoskop Za darmo!,51,1709,414,12,165538,0,0,0.002500936,7.24909E-05,3,2,12
Tariq Ramadan AR,100,2992,864,18,301777,0,0,0.002863041,5.96467E-05,1,3,14
Untiny,51,11,0,3,717,0,0,0,0.0041841,0,0,1
War of the Alien Invaders,92,626,201,6,82452,0,0,0.002437782,7.27696E-05,0,2,2
Koszule m?skie HEKTOR,100,2442,738,15,245871,0,0,0.003001574,6.10076E-05,1,3,14
ESchoolCard,51,257,122,6,35370,0,0,0.003449251,0.000169635,0,6,2
ccbhomework,50,696,223,12,61647,0,0,0.00361737,0.000194657,2,7,11
ASP.Net Tutorial,92,744,166,9,91538,0,0,0.001813455,9.83198E-05,0,3,2
Switches - Turn Them All Off!,51,31,9,3,1610,0,0,0.005590062,0.001863354,1,0,4
Thunder Road,50,1031,325,15,114756,0,0,0.002832096,0.000130712,0,5,7
OoO Lite Email Auto Reply IMAP,100,2277,661,26,277553,0,0,0.002381527,9.36758E-05,1,2,11
Meat Heat,51,75,41,3,10293,0,0,0.00398329,0.00029146,1,7,3
?????????????,92,218,66,6,23741,0,0,0.002780001,0.000252727,1,5,11
USA Founding fathers quotes,100,854,304,12,121242,0,0,0.002507382,9.89756E-05,3,1,5
??????,51,976,272,57,99345,0,0,0.002737933,0.000573758,7,1,16
efergy engage,50,5868,2294,21,698586,0,0,0.003283776,3.00607E-05,2,2,9
LA NUEVA SUPER ESTELAR,51,38,19,6,4341,0,0,0.004376872,0.00138217,0,1,1
Nocturne de l´Ulb,51,1207,275,6,130595,0,0,0.002105747,4.59436E-05,0,4,5
Stanislav Khristenko,100,3002,865,18,302643,0,0,0.002858153,5.9476E-05,1,3,14
528Hz Healing Classics Vol.3,51,1333,1238,15,287406,0,0,0.004307495,5.2191E-05,0,10,4
Wesgo Metals,51,149,17,6,11960,0,0,0.001421405,0.000501672,5,0,5
Alias Phone Number,51,719,322,9,79277,0,0,0.004061708,0.000113526,5,3,18
ALX Music,50,189,90,9,19018,0,0,0.004732359,0.000473236,1,5,11
Uniflex Touch Android POS,51,175,74,3,13522,0,0,0.005472563,0.000221861,1,0,8
MusicMaths Trial,92,11,0,3,1444,0,0,0,0.002077562,2,0,2
BLappz Animal Videos FREE,51,1377,1253,15,296971,0,0,0.004219267,5.051E-05,5,0,5
BLappz Who Eats What FREE,100,1579,1367,15,355905,0,0,0.003840913,4.21461E-05,0,10,7
KIDS FUN WORLD,50,217,61,9,21117,0,0,0.002888668,0.000426197,4,2,9
Sliderz,51,259,130,6,28229,0,0,0.004605193,0.000212547,0,5,3
eQuest Mobile,50,257,122,6,35377,0,0,0.003448568,0.000169602,5,3,12
Alarm Roulette,92,1348,436,33,179819,0,0,0.00242466,0.000183518,0,2,5
Novomet ESP Calculator,92,270,85,6,29734,0,0,0.00285868,0.000201789,0,12,1
Taking You Beyond...,51,372,121,3,27789,0,0,0.004354241,0.000107956,0,5,6
Your Supplier Network,51,702,195,9,77547,0,0,0.002514604,0.000116059,1,5,4
Khoury & Associates,91,4964,910,15,523262,0,0,0.001739091,2.86663E-05,4,3,17
Forensic Anthropologist Books,92,2824,480,9,322514,0,0,0.001488307,2.79058E-05,0,6,2
LiveOrder 2.0,50,1350,416,17,161272,0,0,0.002579493,0.000105412,0,1,8
Free Handicap Tracker,51,337,46,6,28818,0,0,0.001596225,0.000208203,0,2,1
Signature Barbering Pro,50,1938,622,15,176107,0,0,0.003531944,8.51755E-05,1,3,12
Vss Mobile,51,899,147,6,88023,0,0,0.001670018,6.8164E-05,4,1,9
Maths Student Diagnostic Tool,92,262,81,6,29131,0,0,0.002780543,0.000205966,0,12,1
Synchroteam,50,925,421,12,108523,0,0,0.003879362,0.000110576,2,2,12
"???? mp3 ????, ?? & ?? ???",51,440,280,6,52062,0,0,0.005378203,0.000115247,0,1,5
Word Master,51,1123,246,9,86121,0,0,0.002856446,0.000104504,0,2,3
????30?!-?????????-?????Vol.5,92,446,181,9,45066,0,0,0.004016332,0.000199707,1,2,4
Hanse-Express Audioguide,50,218,66,12,22040,0,0,0.002994555,0.000544465,0,6,4
Yemek Tarifleri,51,1370,297,6,128058,0,0,0.002319262,4.68538E-05,0,3,3
Word Swoop (NL),51,1133,250,9,86212,0,0,0.002899828,0.000104394,0,1,3
Woord Meester,51,1123,246,9,86121,0,0,0.002856446,0.000104504,0,2,3
Wordlines,51,1141,259,9,88059,0,0,0.00294121,0.000102204,1,1,4
Comenius Informatie Platform,51,881,168,6,92297,0,0,0.001820211,6.50075E-05,1,1,7
Space Hockey,92,4284,1192,15,469414,0,0,0.002539336,3.19547E-05,0,6,6
GAME TERMINATOR,92,733,167,6,90400,0,0,0.001847345,6.63717E-05,0,3,2
?????? [?????/????/ball]-????-,92,3839,1079,15,420547,0,0,0.002565706,3.56678E-05,0,9,2
Panduan Haji dan Umrah,92,3035,502,6,336806,0,0,0.001490472,1.78144E-05,0,2,3
?????????? ??????? ????? ?????,92,3401,535,6,377956,0,0,0.001415509,1.58749E-05,0,2,3
Chords n Lyrics Avril - U my S,92,2690,438,9,309144,0,0,0.001416815,2.91126E-05,0,5,3
TallyMaster 9,51,583,69,24,50271,0,0,0.001372561,0.000477412,7,1,9
Simms Pizzeria,91,5319,1003,15,552941,0,0,0.001813937,2.71277E-05,4,3,17
Prenses Boyama Oyunu,92,2087,409,9,273287,0,0,0.001496595,3.29324E-05,0,6,6
HK ŠKP Poprad,51,603,135,9,60017,0,0,0.002249363,0.000149958,0,2,3
Hullabaloo,92,3377,510,6,375584,0,0,0.001357885,1.59751E-05,4,2,11
Japan Travel Guide Books,51,658,192,9,64763,0,0,0.002964656,0.000138968,0,6,4
Call Logger,92,3698,579,6,415264,0,0,0.001394294,1.44486E-05,3,1,8
2014 Fortune Telling,92,208,125,3,28433,0,0,0.0043963,0.000105511,0,1,3
Baie de Saint-Brieuc Tour,50,2107,479,12,253900,0,0,0.00188657,4.72627E-05,0,2,11
TVXQ! GALLERY,51,37,5,6,1881,0,0,0.002658161,0.003189793,1,0,3
Mermaids of Atlantis - Slots,100,2188,810,15,236867,0,0,0.003419641,6.33267E-05,0,2,9
?????,51,632,175,9,48962,0,0,0.0035742,0.000183816,2,5,4
Airplanes Live Wallpaper,0,1706,574,6,219987,0,0,0.002609245,2.72743E-05,0,10,1
MobiCard - business card,50,2213,527,35173,230033,0,0,0.002290976,0.152904149,2,1,16
Vegas Slots -Free Slot Machine,91,7200,2091,22,758539,0,0,0.002756615,2.90031E-05,2,2,18
Slot Oasis - free casino slots,51,738,205,9,69535,0,0,0.002948156,0.000129431,1,3,9
Lucky Gold Dragon Casino Slots,51,478,165,6,38272,0,0,0.004311246,0.000156773,1,2,7
Mayan Jackpot Slots of Vegas,50,2736,789,12,265506,0,0,0.002971684,4.51967E-05,1,2,8
Slots Vegas Casino Jewel Slots,50,2736,789,12,265506,0,0,0.002971684,4.51967E-05,1,2,8
???? ????? ???? ??? ????? ????,92,1771,211,6,219180,0,0,0.000962679,2.73748E-05,0,3,2
Shamrock Poker,92,2669,457,9,325724,0,0,0.001403028,2.76308E-05,0,11,3
Anniversary,51,146,22,6,12342,0,0,0.001782531,0.000486145,2,1,3
?????? ???? ????,92,740,178,6,90681,0,0,0.001962925,6.6166E-05,0,3,2
???? Free,50,60,25,6,5738,0,0,0.004356919,0.001045661,13,0,18
Hollywood Celebrity Vegas Slot,50,3023,899,12,290388,0,0,0.003095858,4.1324E-05,1,2,8
SAG Slot Machine,50,1420,567,25167,208317,0,0,0.002721813,0.120811072,3,1,14
777 Boom Slot Jackpot Heaven,51,860,244,15,81807,0,0,0.00298263,0.000183358,1,2,4
777 Bonus Reel Slot - HD,51,860,246,15,81805,0,0,0.003007151,0.000183363,1,2,4
777 LasVegas Golden Slot,51,860,244,15,81808,0,0,0.002982593,0.000183356,1,2,4
777 Blazing vegas Slot -HD,51,860,244,15,81805,0,0,0.002982703,0.000183363,1,2,4
GPS NAVIGATION 777,92,4757,1303,33,590526,0,0,0.002206507,5.58824E-05,0,8,5
777 Winning Slots,50,860,244,15,81805,0,0,0.002982703,0.000183363,13,1,19
777 Slot Machines Free,92,854,231,12,99607,0,0,0.002319114,0.000120473,0,2,7
Lucky 777 Slots Free,51,860,244,15,81807,0,0,0.00298263,0.000183358,1,2,4
?????777,50,649,207,15,71398,0,0,0.002899241,0.00021009,1,3,12
????? 777 — ?????-?????????,50,163,2,15,10111,0,0,0.000197804,0.001483533,5,0,7
777 Texas Holdem Slot Free,51,860,244,15,81807,0,0,0.00298263,0.000183358,1,2,4
777 King Paradise Slot Bonanza,51,860,244,15,81805,0,0,0.002982703,0.000183363,1,2,4
777 Slots - Slot Machines,92,919,233,12,107493,0,0,0.002167583,0.000111635,2,2,7
777 Slots,92,1294,359,12,151558,0,0,0.00236873,7.91776E-05,0,4,6
777 Casino - Slot Machines,92,919,240,12,107494,0,0,0.002232683,0.000111634,2,2,7
Slot Machine Casino 777,92,1319,434,12,154891,0,0,0.00280197,7.74738E-05,0,7,3
Garudas New 777,100,202,54,6,20779,0,0,0.002598778,0.000288753,0,7,6
World YMCA,50,1049,261,6,107672,0,0,0.002424029,5.57248E-05,0,2,5
Wikiki : caching wikipedia,51,1359,491,18,151255,0,0,0.003246174,0.000119004,0,6,5
???????100?????,95,743,225,12,75961,0,0,0.002962046,0.000157976,5,10,14
Hydro Fuel Tech Ltd,92,1160,235,6,92659,0,0,0.002536181,6.47536E-05,0,4,6
Priest Services,51,1999,848,18,304208,0,0,0.002787566,5.917E-05,1,3,4
?????????,51,1643,663,12,161973,0,0,0.004093275,7.40864E-05,5,1,18
????????????????,51,789,157,6,83465,0,0,0.001881028,7.18864E-05,0,3,2
FxPulp,51,782,164,6,68485,0,0,0.002394685,8.76104E-05,1,2,2
??????????????????,92,3043,497,9,350548,0,0,0.00141778,2.56741E-05,0,3,2
Cosplay photo book COSNOTE095,51,360,122,5120,37384,0,0,0.003263428,0.136956987,3,0,7
Daniel Conover Real Estate,51,2007,556,9,207009,0,0,0.002685874,4.34764E-05,5,0,18
Antik Home,51,736,156,6,79236,0,0,0.001968802,7.57232E-05,0,4,1
Science Fiction Show App,0,239,55,246,35155,0,0,0.0015645,0.006997582,0,1,3
MZ ePaper,51,539,196,9,61918,0,0,0.003165477,0.000145354,0,2,5
Casual Brasserie  Cafe & Bar,92,2970,867,18,298151,0,0,0.002907922,6.03721E-05,1,9,8
"HVCC Appraisal Ordering, Steve",51,47,1,3,2393,0,0,0.000417885,0.001253656,0,0,1
My Useful Life,51,817,183,6,79348,0,0,0.002306296,7.56163E-05,0,2,4
Adcock Brothers,50,721,194,6,66450,0,0,0.002919488,9.02935E-05,2,1,6
DAMECO,51,1230,228,9,108622,0,0,0.002099022,8.28561E-05,2,1,9
holaciudad El Paso,92,3565,874,12,411732,0,0,0.00212274,2.91452E-05,1,4,10
FL Appraisals,50,265,73,9,25735,0,0,0.002836604,0.000349718,4,1,10
Machinery Appraisals and Equip,50,356,174,6,37957,0,0,0.004584135,0.000158074,3,4,14
Appraisals,50,686,239,9,62377,0,0,0.00383154,0.000144284,1,1,6
Temecula Valley Homes,50,201,53,77,20159,0,0,0.002629099,0.003819634,0,1,4
Appraiser5,51,257,122,6,35373,0,0,0.003448958,0.000169621,0,6,2
My TAR,51,7,0,3,204,0,0,0,0.014705882,0,0,1
My Appraisal,51,810,183,6,78505,0,0,0.002331062,7.64283E-05,0,2,4
Leslie Chan Properties,50,1424,229,12,172814,0,0,0.001325124,6.94388E-05,8,1,13
Z?? ??? ?Z-HIGH??? Zcard,50,520,87,6,48266,0,0,0.001802511,0.000124311,6,0,15
Ultimate Alerts Trial v3.0.2,51,655,277,14,96890,0,0,0.002858912,0.000144494,8,0,20
Retro Gauge Widgets,0,18,1,3,1161,0,0,0.000861326,0.002583979,1,0,3
???-??????,51,450,89,6,39983,0,0,0.002225946,0.000150064,3,1,6
Douala maps,92,1160,235,6,92659,0,0,0.002536181,6.47536E-05,0,4,5
????,51,306,52,9,27168,0,0,0.001914016,0.000331272,3,2,8
Melmac Bar Café,95,2719,613,12,288383,0,0,0.002125645,4.16113E-05,2,3,12
Traigo Mobile,51,2868,1609,15,432624,0,0,0.003719165,3.46721E-05,1,7,11
Météo Vouillé,51,294,45,6,25957,0,0,0.001733636,0.000231152,0,2,1
96 fm Rio Verde,92,3337,506,12,372328,0,0,0.001359017,3.22296E-05,2,1,9
????????,88,788,323,12,88815,0,0,0.003636773,0.000135112,6,2,19
????? ????? ?????,92,490,127,9,66086,0,0,0.001921738,0.000136186,0,1,4
Inspire FM 105.1 Luton,50,426,112,9,43875,0,0,0.002552707,0.000205128,6,0,17
DayTrader 1,95,458,203,9,76139,0,0,0.002666176,0.000118205,7,0,19
"Rádio VertSul 93,5 FM",51,576,160,9,55601,0,0,0.002877646,0.000161868,0,2,3
Hits Fm 93,51,579,168,9,56993,0,0,0.00294773,0.000157914,0,2,3
"Transamérica Mococa 93,3",50,2143,548,15,196802,0,0,0.002784525,7.62187E-05,1,3,6
Cool 93 Music Online,51,1336,1240,15,287728,0,0,0.004309626,5.21326E-05,0,11,3
JF Jungle Fever,51,1077,242,9,90775,0,0,0.002665932,9.91462E-05,0,4,2
Increase My Internet Speed,88,1748,200,6,213655,0,0,0.000936089,2.80827E-05,4,6,13
Reality Engine,50,1556,536,9,137450,0,0,0.0038996,6.54784E-05,0,1,6
AnimalinBoutique,51,1402,503,6,135314,0,0,0.00371728,4.43413E-05,2,4,12
???,92,579,148,9,77518,0,0,0.001909234,0.000116102,0,3,2
?????????????????????????,92,2384,465,9,283630,0,0,0.00163946,3.17315E-05,0,1,2
Learn ABC 123 Spanish,92,1211,552,6,152714,0,0,0.0036146,3.92891E-05,0,1,3
??????????[??] free??????,51,15,4,3,717,0,0,0.005578801,0.0041841,0,0,1
Christian Steinkeller Off. App,100,3002,865,18,302643,0,0,0.002858153,5.9476E-05,1,3,14
TELEPORT,53,1553,319,12,139162,0,0,0.002292292,8.62304E-05,8,0,24
Japanese IT Exam (Basic),92,1082,354,15,103477,0,0,0.00342105,0.00014496,0,8,3
call_my_gate,0,526,86,6,49274,0,0,0.001745342,0.000121768,2,4,3
100 DOG TRAINING TIPS !,51,180,62,3,16288,0,0,0.003806483,0.000184185,0,1,3
ExN Molecular Weight Calc Free,0,33,17,9,2985,0,0,0.005695142,0.003015075,0,4,2
Como Ler A Bibilia,51,540,157,9,52438,0,0,0.002994012,0.000171631,0,5,3
????????????????????????????,51,15,4,3,713,0,0,0.005610098,0.004207574,0,0,1
Kym Whitley,95,2716,612,12,287908,0,0,0.002125679,4.168E-05,2,3,12
You've Been Dumped,51,576,117,6,49062,0,0,0.002384738,0.000122294,1,0,5
balls and numbers,92,1839,525,12,190347,0,0,0.002758121,6.30428E-05,0,3,3
??????,51,809,187,6,67285,0,0,0.002779223,8.91729E-05,0,1,3
??????????[??/??] free??????,51,15,4,3,717,0,0,0.005578801,0.0041841,0,0,1
??????????3??????2?????????,51,15,4,3,713,0,0,0.005610098,0.004207574,0,0,1
???????,51,110,23,6,8610,0,0,0.002671312,0.000696864,10,0,18
abc alphabet for kids,51,482,122,9,44568,0,0,0.00273739,0.000201939,0,1,2
Metta FM Radio Solo,95,2718,613,12,288198,0,0,0.00212701,4.1638E-05,2,3,12
its MY sms - SMS Encryption,51,203,62,6,14562,0,0,0.004257657,0.000412031,2,0,7
Act your Plan! Checklists,51,483,407,6,75298,0,0,0.00540519,7.96834E-05,0,8,4
??????????????:?????-free????,51,15,4,3,717,0,0,0.005578801,0.0041841,0,0,1
Unfortunate Brass,92,1625,235,9,219893,0,0,0.001068702,4.0929E-05,0,3,2
??????????????:?????-free????,51,15,4,3,717,0,0,0.005578801,0.0041841,0,0,1
Cashsoft® Accounting Software*,0,563,176,428,89746,0,0,0.00196109,0.004769015,2,1,3
??????????3??????3?????????,51,15,4,3,713,0,0,0.005610098,0.004207574,0,0,1
Movie Central (Stream Movies),51,41,0,6,2952,0,0,0,0.00203252,1,0,4
???? ??????? free ??????,51,15,4,3,715,0,0,0.005594406,0.004195804,0,0,1
???????????????:????free??????,51,15,4,3,717,0,0,0.005578801,0.0041841,0,0,1
LA RPT,50,874,101,9,130746,0,0,0.00077249,6.88358E-05,0,6,6
Tap Color Tile,100,2121,582,21,212157,0,0,0.002743251,9.89833E-05,0,3,6
Pacific City Bank Deposit App,51,818,167,9,70695,0,0,0.00236226,0.000127307,0,1,3
turje jumper,92,1160,235,6,92659,0,0,0.002536181,6.47536E-05,0,4,5
UMEye,52,938,209,9,99418,0,0,0.002102235,9.05269E-05,9,2,21
Allha  ILocker,51,556,139,6,44304,0,0,0.003137414,0.000135428,3,1,9
???????????????:??? free??????,51,15,4,3,715,0,0,0.005594406,0.004195804,0,0,1
Guess The Movie : Actress,92,712,204,9,93232,0,0,0.00218809,9.65334E-05,0,4,5
????????????????????????,51,15,4,3,713,0,0,0.005610098,0.004207574,0,0,1
Super Timer - task scheduler,85,1593,734,9,251734,0,0,0.002915776,3.5752E-05,4,0,24
Allah Islamic Locker,51,556,139,6,44289,0,0,0.003138477,0.000135474,3,1,9
#TwitADex Twitter Client,92,2297,348,12,271044,0,0,0.001283924,4.42733E-05,2,2,11
Summer Girl Makeover Game,92,3473,1033,15,360820,0,0,0.002862923,4.1572E-05,0,5,4
Should I buy bread today? free,92,593,146,15,56848,0,0,0.002568252,0.000263862,0,1,2
To Call Yourself,51,1204,383,269564,127357,0,0,0.003007294,2.116601365,0,4,4
MLU - Meeting del Libro Usato,50,1003,289,12,86580,0,0,0.003337953,0.0001386,0,1,7
Punkalternations,100,2992,864,18,301777,0,0,0.002863041,5.96467E-05,1,3,14
4D ??,51,349,56,6,30687,0,0,0.001824877,0.000195523,2,2,3
ATG Nappi Pneumatici,51,378,61,9,33199,0,0,0.001837405,0.000271093,0,1,7
The Snake Game,51,1303,1252,15,286296,0,0,0.004373096,5.23933E-05,0,9,5
Teebik Phone Tracker,52,1236,452,16,130074,0,0,0.003474945,0.000123007,12,1,25
???????? ???????  ????? ??????,50,166,1197,6,19200,0,0,0.06234375,0.0003125,4,1,9
FindTicketsFast,50,483,125,6,62775,0,0,0.001991239,9.55795E-05,3,2,12
Live-Pay,51,102,13,6,9215,0,0,0.001410743,0.000651112,0,2,3
ogle,50,1579,554,9,138320,0,0,0.004005205,6.50665E-05,0,1,6
?????????(???3),51,1677,441,18,206715,0,0,0.002133372,8.70764E-05,0,3,3
Simple Facebook SDK Sample,51,971,187,6,87615,0,0,0.002134338,6.84814E-05,0,4,1
??????????????????? free ????,51,15,4,3,713,0,0,0.005610098,0.004207574,0,0,1
"Hotel Oasis in Cordoba, Spain",51,153,32,9,11988,0,0,0.002669336,0.000750751,0,3,1
Generation V - Gen V - eliquid,91,4817,868,12,518603,0,0,0.001673727,2.31391E-05,4,4,15
Compare Preços,51,191,49,6,16275,0,0,0.003010753,0.000368664,0,3,1
Kisah Mualaf (Masuk Islam),50,321,1255,6,33442,0,0,0.03752766,0.000179415,4,2,10
Believe - Confidence Builder,51,1308,1272,15,289035,0,0,0.004400851,5.18968E-05,0,10,4
????,50,520,72,6,49332,0,0,0.001459499,0.000121625,3,3,15
Quit Smoking Hypnosis,50,2128,610,9,218450,0,0,0.002792401,4.11994E-05,1,2,13
???? (No.1 ???? ?? • ?? ???),51,398,56,6,32772,0,0,0.001708776,0.000183083,1,2,2
Pacific Battles Lite,92,356,118,6,53812,0,0,0.002192819,0.000111499,0,3,2
Kumpulan Doa Sehari hari,100,2206,398,12,263112,0,0,0.001512664,4.5608E-05,3,1,8
Comparar Precios,51,183,43,6,15928,0,0,0.002699648,0.000376695,0,3,1
Fiquei Rico!!!,51,925,268,20,103872,0,0,0.002580099,0.000192545,2,1,7
Pipe Diameter Calculator Free,92,446,139,9,62488,0,0,0.002224427,0.000144028,0,7,3
Star Trek Alert Battery Widget,92,2615,501,6,312565,0,0,0.001602867,1.9196E-05,0,3,2
Desktop Hard Drive 1TB Reviews,51,1303,1252,15,284404,0,0,0.004402188,5.27419E-05,0,11,3
CMH Kempster Umgeni,100,2992,864,18,301777,0,0,0.002863041,5.96467E-05,1,3,14
YFF2014,100,2600,621,9,320617,0,0,0.00193689,2.80709E-05,1,5,14
??? ???,92,1159,234,6,92560,0,0,0.00252809,6.48228E-05,0,4,5
Bubble Shooter Pro,92,2370,348,6,281250,0,0,0.001237333,2.13333E-05,4,1,8
Frizzi Coiffeur,100,2792,411,9,317813,0,0,0.001293213,2.83185E-05,5,1,14
twitter searches,51,133,50,3,17615,0,0,0.00283849,0.000170309,0,2,8
??????·???,100,1679,463,12,152651,0,0,0.003033062,7.86107E-05,10,2,17
"? ??????????, ????. ??????????",51,270,82,3,27068,0,0,0.003029407,0.000110832,4,1,8
????????,51,985,393,12,105686,0,0,0.003718563,0.000113544,4,2,16
Advanced Auto Center,51,372,121,3,27797,0,0,0.004352988,0.000107925,0,5,6
Healthy Weight Calculator,51,293,59,3682,23373,0,0,0.00252428,0.157532195,3,0,5
???????,51,908,335,12,94910,0,0,0.00352966,0.000126436,3,2,13
Tom Gilissen Makelaardij,51,11,0,3,351,0,0,0,0.008547009,0,0,2
Best Color Quotes,92,4757,1303,33,590526,0,0,0.002206507,5.58824E-05,0,8,5
St Joseph's Elsternwick,51,1599,513,15,181966,0,0,0.002819208,8.2433E-05,3,5,12
Assure911® Mobile App,51,333,48,6,32942,0,0,0.001457106,0.000182138,1,3,2
Pepper Spray,50,18,3,3,809,0,0,0.003708282,0.003708282,0,0,4
Ill Grain Rescue Tube Locater,50,283,126,9,37340,0,0,0.003374397,0.000241028,1,5,6
CrimePush Gallaudet,92,155,47,6,18079,0,0,0.002599701,0.000331877,0,4,8
